,utility,eiaid,name,label,enddate,demandrateunit,flatdemandunit,uri,sector,description,source,peakkwcapacitymax,peakkwcapacitymin,peakkwhuseagemax,peakkwhuseagemin,voltagecategory,phasewiring
5707,"City of Kiel, Wisconsin (Utility Company)",10243,Rg-2 Residential Service Optional Time-of-Day Single Phase 7am-7pm,539fc2faec4f024c27d8b70b,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539fc2faec4f024c27d8b70b,Residential,Fixed Monthly Charge includes Commitment to Community Rider:$0.93 per customer per month,http://psc.wi.gov/apps40/tariffs/viewfile.aspx?type=electric&id=2850,,,,,,Single Phase
5708,"Village of Greenport, New York (Utility Company)",7630,"Residential (1,1)",539fc2faec4f024c27d8b723,,kW,,http://en.openei.org/apps/USURDB/rate/view/539fc2faec4f024c27d8b723,Residential,,ISU Documentation,,,,,,
5713,South Utah Valley Electric Service District,18206,Residential Single Phase Service (R1),539fc2fbec4f024c27d8b769,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539fc2fbec4f024c27d8b769,Residential,,http://www.sesdofutah.com/pricing/,,,,,,Single Phase
5714,"City of Pond Creek, Oklahoma (Utility Company)",15923,Residential Rate,539fc2fcec4f024c27d8b783,,kW,,http://en.openei.org/apps/USURDB/rate/view/539fc2fcec4f024c27d8b783,Residential,A 5% tax is applied to this rate. Minimum charge $12.,ISU Documentation Rate Binder Ted #9,,,,,,
5715,Bagley Public Utilities Comm,1101,Residential Electric,560db52b5457a33b3b8b456a,,kW,,http://en.openei.org/apps/USURDB/rate/view/560db52b5457a33b3b8b456a,Residential,Residential Electric,http://www.bagleymn.us/index.asp?Type=B_BASIC&SEC={1F447633-A6DA-40BB-8E51-883CBDFB6AD9},,,,,,
5717,"Village of Pardeeville, Wisconsin (Utility Company)",14451,Rg-2 Residential Service Optional Time-of-Day Three Phase 8am-8pm,539fc2fcec4f024c27d8b79b,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539fc2fcec4f024c27d8b79b,Residential,Fixed Monthly Charge includes Commitment to Community Rider: $1.00 per customer per month,http://psc.wi.gov/apps40/tariffs/viewfile.aspx?type=electric&id=4530,,,,,,3-Phase
5718,"City of Worthington, Minnesota (Utility Company)",21013,Residential service rate,539fc2fcec4f024c27d8b79d,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539fc2fcec4f024c27d8b79d,Residential,Primary Metering Credits: A 2% discount on demand and energy charges will be given for primary metering.,http://www.worthingtonpublicutilities.com/Electric%20Rates.asp,,,,,,
5720,"City of Riverside, California (Utility Company)",16088,Domestic TOU - Very Large Residence,539fc30dec4f024c27d8b7b9,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539f72f4ec4f024411ecf761,Residential,"Very Large Residence (>400 Amp)

*(This rate schedule was closed to new customers as of December 14, 2010 and closed to existing customers as of January 1, 2016)

Applicable to qualified individual accommodations devoted primarily to domestic
purposes where services includes lighting, cooling, heating, cooking and power
consuming appliances. Eligible customers must use 9,000 kWh's per year
(average 750/month), sign an authorization/agreement form, and exhibit
exemplary utility payment history.",http://www.riversideca.gov/utilities/elec-provrate.asp,,,,,,
5721,"Town of Paragonah, Utah (Utility Company)",14443,Electric Rate- 150kWh or More,539fc30dec4f024c27d8b7c7,,kW,,http://en.openei.org/apps/USURDB/rate/view/539fc30dec4f024c27d8b7c7,Residential,,ISU Documentation,,,,,,
5726,Bremen Electric Light & Power Co,2192,Residential,539fc31fec4f024c27d8b87f,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539fbdc9ec4f024c27d87fb1,Residential,Note: A Power Cost Adjustment / Rate Stabilization Adder will apply.,"Rates attached to pdf
https://cas.sharepoint.illinoisstate.edu/grants/Sunshot/Lists/RATE%20UPDATE%20Data%20Entry/Attachments/1828/town%20of%20bremen%202014.pdf",,,,,,
5728,Craig-Botetourt Electric Coop,4471,SCHEDULE RS-10-U,539fc320ec4f024c27d8b893,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539fc320ec4f024c27d8b893,Residential,"RESIDENTIAL SERVICE

* Available to residential and residential/farm consumers, schools, seasonal, ball fields, churches and community halls. Service hereunder is subject to the Cooperative's established Terms and Conditions for Electric Service.",,,,,,Secondary,Single Phase
5729,"Village of Arcade, New York (Utility Company)",122,Residential,539fc320ec4f024c27d8b8a9,,kW,,http://en.openei.org/apps/USURDB/rate/view/539fc320ec4f024c27d8b8a9,Residential,,http://villageofarcade.org/departments/public-works/electric-department.html,,,,,,
5731,"City of Osceola, Arkansas (Utility Company)",14216,Residential,539fc320ec4f024c27d8b8bd,,kW,,http://en.openei.org/apps/USURDB/rate/view/539fc320ec4f024c27d8b8bd,Residential,Residential,"Rate Binder ""A"" City of Osceola, AR",,,,,,
5732,North Central Power Co Inc,13697,Residential Service Rg-1,539fc321ec4f024c27d8b8c3,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539fc321ec4f024c27d8b8c3,Residential,"This rate will be applied to all farm and residential customers for ordinary household
purposes that receive single-phase, 120/240 volt service. Single-phase motors may not exceed 7.5
horsepower individual-rated capacity without utility permission.

Customers with motors and other equipment which may interfere with service to other customers and
all transformer-type welding machines larger than 25 kilovolt amperes will not be served on this rate.",http://psc.wi.gov/apps40/tariffs/viewfile.aspx?type=electric&id=4190,,,,,,Single Phase
5733,"City of Lake City, Minnesota (Utility Company)",10595,Residential Urban,539fc321ec4f024c27d8b8c9,,kW,,http://en.openei.org/apps/USURDB/rate/view/539fc321ec4f024c27d8b8c9,Residential,,http://www.ci.lake-city.mn.us/vertical/sites/%7B95AE24C2-7B77-4EE6-9D85-64F563A03DED%7D/uploads/Chapter_51_-_Updated_11.19.15.pdf,,,,,,
5734,"City of Seneca, Kansas (Utility Company)",16922,Residential,539fc321ec4f024c27d8b8cf,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539fc321ec4f024c27d8b8cf,Residential,,seneca-kansas.com/wp-content/uploads/2013/05/Utility-Rates.doc,,,,,,
5738,Reedsburg Utility Comm,15804,Residential Service-Optional Time-of-Day-Three Phase,539fc322ec4f024c27d8b909,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539fc322ec4f024c27d8b909,Residential,Power Cost Adjustment Clause (varies monthly) is applicable.,http://psc.wi.gov/apps40/tariffs/viewfile.aspx?type=electric&id=4970,,,,,,3-Phase
5740,"Borough of Tarentum, Pennsylvania (Utility Company)",18456,Residential Service,539fc322ec4f024c27d8b91f,,kW,,http://en.openei.org/apps/USURDB/rate/view/539fc322ec4f024c27d8b91f,Residential,Applicable to single phase residential customers.,ISU Documentation Rate Binder Ted #12,,,,,,
5741,"City of Marshall, Michigan (Utility Company)",11713,Residential Service Rate A,539fc331ec4f024c27d8b949,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539fc331ec4f024c27d8b949,Residential,*Subject to PSCA (Power Supply Cost Adjustment),http://www.cityofmarshall.com/system/res/896/original/Electric_Rates.pdf,,,,,,Single Phase
5742,"Sheridan Electric Coop, Inc",16759,Residential,539fc331ec4f024c27d8b963,,kW,,http://en.openei.org/apps/USURDB/rate/view/539fc331ec4f024c27d8b963,Residential,,Rate Binder Kelly 11 ISU Documentation,,,,,,
5743,"Village of Genoa, Ohio (Utility Company)",7100,Residential Service,539fc332ec4f024c27d8b97f,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539fc332ec4f024c27d8b97f,Residential,,Rate Binder #5B (Illinois State University),,,,,,
5746,Powder River Energy Corporation,19156,Schedule RHR: Residential Heat Rate (200 Amps and Under),539fc332ec4f024c27d8b995,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539fc332ec4f024c27d8b995,Residential,* Heat Credit - $0.02979 /kWh of electric resistant heat usage during Oct - Apr.,http://precorp.coop/wp-content/uploads/2014/01/2014-01-10-Rate-Tariffs.pdf,,,,,,
5749,Jefferson Utilities,9690,Rg-2 Residential Service Optional Time-of-Day Three Phase 7am-7pm,55b10fb55457a3b87791234d,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/55b10fb55457a3b87791234d,Residential,Commitment to Community Rider: Rg-2 Residential Service Optional TOD 1.5% of the total electric bill.,http://psc.wi.gov/apps40/tariffs/viewfile.aspx?type=electric&id=2750,,,,,,3-Phase
5750,Heber Light & Power Company,8366,Residential-Net-metering(Avoided cost Feed-In Rate),539fc333ec4f024c27d8b9c5,,kW,,http://en.openei.org/apps/USURDB/rate/view/539fc333ec4f024c27d8b9c5,Residential,,http://www.heberpower.com/docs/hlp_rate_schedule.pdf,,,,,,
5751,"Mountain View Elec Assn, Inc",13058,16.05 RESIDENTIAL TIME OF DAY SERVICE RATE,539fc333ec4f024c27d8b9d1,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539fbfeaec4f024c27d896b9,Residential,"Time of Use Periods, per MVEA website:

Period 1: 7:00am - 11:00pm

Period 2: 11:00pm - 7:00am

Period 3: 12am - 11:59pm",www.mvea.coop/wp-content/uploads/16.05ResidentialTimeofDayRateapprovd11202012.pdf,,,,,Secondary,Single Phase
5752,Altamaha Electric Member Corp,407,Residential Farm Home Service- RFS-8,539fc334ec4f024c27d8b9ef,,kW,,http://en.openei.org/apps/USURDB/rate/view/539fc334ec4f024c27d8b9ef,Residential,Applicable to all residential and farm consumers for use in the home and on the farm for service up to 50 kVA of required transformer capacity with the exception of: 1) commercial related use and 2) bulk barns.,ISU Documentation,,,,,,
5753,"City of Purcell, Oklahoma (Utility Company)",15515,Residential,539fc343ec4f024c27d8b9fb,,kW,,http://en.openei.org/apps/USURDB/rate/view/539fc343ec4f024c27d8b9fb,Residential,,ISU Documentation Rate Binder Ted #9,,,,,,
5755,"City of Forest Grove, Oregon (Utility Company)",6582,RESIDENTIAL SERVICE,539fc343ec4f024c27d8ba09,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539fc343ec4f024c27d8ba09,Residential,FIXED MONTHLY CHARGE= Customer Charge + Surge Suppression Charge= $13.26 + $4.50= $17.76,http://www.forestgrove-or.gov/city-hall/light-a-power-service-rates.html,,,,,,
5757,"Alaska Village Elec Coop, Inc",221,Residential Rate: Kotlik Village,539fc343ec4f024c27d8ba19,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539fc343ec4f024c27d8ba19,Residential,"Note: 

For 1-500 kWh consumed:
Rate = ( .30 + Cost of Fuel) - (PCE Adjustment)
For 501-700 kWh consumed:
Rate = (.30 + Cost of Fuel)
Over 700 kWh consumed:
Rate = (.20 + Cost of Fuel)",http://www.avec.org/customer-service.php,,,,,,
5758,"Village of Sherburne, New York (Utility Company)",17079,Residential,539fc343ec4f024c27d8ba2b,,kW,,http://en.openei.org/apps/USURDB/rate/view/539fc343ec4f024c27d8ba2b,Residential,,http://www.sherburne.org/Rates.pdf,,,,,,
5759,"City of Menasha, Wisconsin (Utility Company)",12298,Rg-2 Residential Service Optional Time-of-Day Single Phase 8am-8pm,539fc343ec4f024c27d8ba33,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539fc343ec4f024c27d8ba33,Residential,,http://psc.wi.gov/apps40/tariffs/viewfile.aspx?type=electric&id=3560,,,,,,Single Phase
5761,Ontonagon County R E A,14156,Schedule A,539fc344ec4f024c27d8ba37,,kW,,http://en.openei.org/apps/USURDB/rate/view/539fc344ec4f024c27d8ba37,Residential,"Applicability:
Applicable to rural residential consumers for all uses in the home and on the farm, including service to public buildings, such as schools, churches and community halls.",http://www.dleg.state.mi.us/mpsc/electric/ratebooks/ontonagon/ontonagonmemberregcur.pdf,,,,,,
5762,PUD No 1 of Kittitas County,10326,Large Residential and Farm Service- Three Phase Schedule 1094,539fc344ec4f024c27d8ba39,,kW,,http://en.openei.org/apps/USURDB/rate/view/539fc344ec4f024c27d8ba39,Residential,Limited to farms and single family residences. Service can be connected for single phase or three phase.,http://www.kittitaspud.com/DocumentCenter/View/55,,,,,Secondary,3-Phase
5763,Matanuska Electric Assn Inc,11824,Residential / Single-Phase Charges,539fc344ec4f024c27d8ba47,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539fc344ec4f024c27d8ba47,Residential,,rca.alaska.gov/RCAWeb/ViewFile.aspx?id=9df6ff6b-0f06-4426-8065-02c4948ed208,,,,,,Single Phase
5764,Community Electric Coop,4117,Schedule A- Residential Service,539fc344ec4f024c27d8ba4d,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539fc344ec4f024c27d8ba4d,Residential,,http://comelec.coopwebbuilder.com/sites/comelec.coopwebbuilder.com/files/schedule_a.pdf,,,,,,Single Phase
5766,"City of Ukiah, California (Utility Company)",19397,Residential All Eletric,539fc344ec4f024c27d8ba67,,kW,,http://en.openei.org/apps/USURDB/rate/view/539fc344ec4f024c27d8ba67,Residential,Minimum monthly Bill $5.00,http://www.cityofukiah.com/pdf/utilities/Ukiah-Utility-rates-updated-10-07.pdf,,,,,,
5767,Aitkin Public Utilities Comm,174,Residential (Peak 12:00 p.m. - 5:00 p.m.),539fc344ec4f024c27d8ba6f,,kW,,http://en.openei.org/apps/USURDB/rate/view/539fc344ec4f024c27d8ba6f,Residential,Residential,Illinois State University Archives,,,,,,
5768,"City of Banning, California (Utility Company)",1192,Residential,539fc344ec4f024c27d8ba71,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539fc344ec4f024c27d8ba71,Residential,"This schedule is applicable to single family and multiple family accommodations devoted primarily to domestic use, and includes services for lighting, cooking, heating, and power consuming appliances",http://www.ci.banning.ca.us/DocumentView.aspx?DID=230,,,,,,
5769,"City of Udall, Kansas (Utility Company)",19344,Residential,539fc345ec4f024c27d8ba75,,kW,,http://en.openei.org/apps/USURDB/rate/view/539fc345ec4f024c27d8ba75,Residential,,http://siterepository.s3.amazonaws.com/00179200911090440052018.pdf,,,,,,
5770,"City of Monroe, Utah (Utility Company)",12797,Residential Service,539fc345ec4f024c27d8ba79,,kW,,http://en.openei.org/apps/USURDB/rate/view/539fc345ec4f024c27d8ba79,Residential,This schedule is for residential electric service.,ISU Documentation,,,,,,
5773,"City of Mountain Iron, Minnesota (Utility Company)",13044,Residential Service Rate,539fc345ec4f024c27d8baad,,kW,,http://en.openei.org/apps/USURDB/rate/view/539fc345ec4f024c27d8baad,Residential,,http://www.mtniron.com/utilities/electric-department.php,,,,,,
5774,"Midstate Electric Coop, Inc",12439,Residential,539fc345ec4f024c27d8bab1,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539fc345ec4f024c27d8bab1,Residential,,http://www.midstateelectric.coop/customer-service/billing-and-payment-info/rate-schedules/residential/,,,,,,Single Phase
5775,"Village of L'Anse, Michigan (Utility Company)",10508,Residential Energy Rate (RX),539fc346ec4f024c27d8bab7,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539fc346ec4f024c27d8bab7,Residential,This rate applies to residential customers outside the Village of L'anse,http://villageoflanse.org/yahoo_site_admin/assets/docs/RATES__CODES_el_gr_wr__sw.5763229.xls,,,,,,
5778,Aiken Electric Coop Inc,162,Residential Time of Use,539fc355ec4f024c27d8bad7,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539fc355ec4f024c27d8bad7,Residential,"Available, on an optional basis, to any
residential consumer of the Cooperative
located on its lines for all types of service including power for motors; subject to the
established rules and regulations of the Cooperative, and subject further to the
availability of suitable metering equipment for measurement of service provided hereunder. This is an experimental rate and may be altered or discontinued at any
time solely at the discretion of the Cooperative. Furthermore, the Cooperative may
also limit the number of consumers served under this rate.",http://www.aikenco-op.org/servicerules/ResidentialTOU.pdf,,,,,,
5781,"City of Malden, Missouri (Utility Company)",11540,Residential Electrical Rates (City Resident),539fc355ec4f024c27d8bae3,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539f73a1ec4f024411ecfee7,Residential,"Rates for Electric Power furnished shall be subject to a ""Power Cost Adjustment"". Customers will need to contact the Board of Public Works for the current ""PCA"".",http://www.maldenmo.com/documents/ElectricRatesforWebsiteFeb2014.pdf,,,,,,
5782,Dahlberg Light & Power Co,4715,Residential Service,539fc355ec4f024c27d8baed,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539fc355ec4f024c27d8baed,Residential,,http://dahlberglightandpower.com/wp-content/uploads/2013/06/Power-Cost-Adjustment-Clause.pdf,,,,,,
